fid,id,cod_ine_mu,cod_ine__1,cod_catast,nom_mun,nom_mun_ca,nom_mun__1,nom_mun_va,nom_mun__2,noms_mun,comarca,provincia,perimetro,area_ha,coord_x,coord_y
414,"10","46007","460076","46007",Albal,Albal,Albal,Albal,Albal,Albal,l'Horta Sud,València/Valencia,21089.500000000000000,733.429999999999950,722400.832200,4363538.813000
415,"459","46008","460082","46008",Albalat de la Ribera,Albalat de la Ribera,Albalat de la Ribera,Albalat de la Ribera,Albalat de la Ribera,Albalat de la Ribera,la Ribera Baixa,València/Valencia,19314.099999999998545,1443.990000000000009,726712.977100,4344503.357000
416,"119","46009","460095","46009",Albalat dels Sorells,Albalat dels Sorells,Albalat dels Sorells,Albalat dels Sorells,Albalat dels Sorells,Albalat dels Sorells,l'Horta Nord,València/Valencia,22157.799999999999272,465.949999999999989,727626.594300,4381161.283000
417,"279","46018","460180","46018",Alcublas,Alcublas,Alcublas,Alcublas,Alcublas,Alcublas,La Serranía,València/Valencia,27052.500000000000000,4347.079999999999927,698719.541800,4408556.957000
418,"276","46019","460193","46019",l'Alcúdia,l'Alcúdia,"Alcúdia, l'",l'Alcúdia,"Alcúdia, l'",l'Alcúdia,la Ribera Alta,València/Valencia,33702.500000000000000,2367.550000000000182,713834.783700,4341093.683000
419,"221","46020","460207","46020",l'Alcúdia de Crespins,l'Alcúdia de Crespins,"Alcúdia de Crespins, l'",l'Alcúdia de Crespins,"Alcúdia de Crespins, l'",l'Alcúdia de Crespins,la Costera,València/Valencia,11256.500000000000000,516.929999999999950,707508.744400,4316339.146000
420,"407","46021","460214","46021",Aldaia,Aldaia,Aldaia,Aldaia,Aldaia,Aldaia,l'Horta Sud,València/Valencia,22839.000000000000000,1613.599999999999909,716088.560900,4370832.709000
421,"12","46024","460240","46024",Alfara de la Baronia,Alfara de la Baronia,Alfara de la Baronia,Alfara de la Baronia,Alfara de la Baronia,Alfara de la Baronia,el Camp de Morvedre,València/Valencia,19912.200000000000728,1171.529999999999973,727241.877400,4405735.253000
422,"245","46025","460253","46025",Alfara del Patriarca,Alfara del Patriarca,Alfara del Patriarca,Alfara del Patriarca,Alfara del Patriarca,Alfara del Patriarca,l'Horta Nord,València/Valencia,6705.600000000000364,198.439999999999998,725065.887200,4379868.748000
423,"196","46026","460266","46026",Alfarb,Alfarb,Alfarb,Alfarb,Alfarb,Alfarb,la Ribera Alta,València/Valencia,23065.799999999999272,2058.460000000000036,713635.626500,4351059.361000
424,"76","46028","460288","46028",Algar de Palància,Algar de Palància,Algar de Palància,Algar de Palància,Algar de Palància,Algar de Palància,el Camp de Morvedre,València/Valencia,16679.900000000001455,1328.970000000000027,725726.992200,4407318.697000
425,"285","46032","460327","46032",Almàssera,Almàssera,Almàssera,Almàssera,Almàssera,Almàssera,l'Horta Nord,València/Valencia,7136.600000000000364,269.439999999999998,727781.426800,4377187.662000
426,"95","46033","460333","46033",Almiserà,Almiserà,Almiserà,Almiserà,Almiserà,Almiserà,la Safor,València/Valencia,16178.000000000000000,746.950000000000045,735199.582100,4312048.281000
427,"509","46034","460348","46034",Almoines,Almoines,Almoines,Almoines,Almoines,Almoines,la Safor,València/Valencia,8103.899999999999636,211.939999999999998,744414.523000,4314483.803000
428,"460","46035","460351","46035",Almussafes,Almussafes,Almussafes,Almussafes,Almussafes,Almussafes,la Ribera Baixa,València/Valencia,20061.200000000000728,1077.240000000000009,723220.866300,4352933.466000
429,"277","46038","460386","46038",Andilla,Andilla,Andilla,Andilla,Andilla,Andilla,La Serranía,València/Valencia,56874.199999999997090,14310.149999999999636,688122.801300,4409235.640000
